0,0
11615,-0.071146
12105,0.022877
12120,0.022877
12682,0.84523
13146,-0.055308
13757,-0.033697
15310,0.02659
15638,0.049193
15697,0.05563
17984,1.4106
18713,2.2428
18962,2.5208
19284,1.8302
19311,1.899
19688,2.7785
19920,2.8605
19989,3.0858
20202,3.7426
20539,1.995
20785,1.6517
21405,1.6404
22003,1.609
22467,2.5234
22918,2.5391
23755,3.507
23948,3.6473
24129,4.0729
24751,4.462
25677,6.3176
25861,17.411
25890,19.56
25946,23.157
26460,28.389
26971,28.374
27585,29.362
28278,29.356
28786,29.357
30251,29.371
31432,30.366
31568,30.366
32237,30.362
33075,30.347
33741,31.079
33841,31.276
34561,31.302
34650,31.299
34845,31.293
35054,31.285
35907,31.259
36035,31.255
36372,31.892
37649,32.209
37751,32.208
38313,32.2
39021,32.192
39863,33.176
40324,33.165
41320,33.141
42017,33.111
42556,34.08
43441,34.01
44271,33.957
44850,35.789
45609,37.955
46152,38.621
46622,42.842
46790,41.357
47077,41.9
47218,40.235
47448,40.259
47657,40.936
47769,40.336
47836,40.038
48013,42.651
48312,40.59
48485,40.294
48745,44.261
48908,46.959
49051,39.004
49245,39.263
49525,42.17
49682,39.358
49977,45.473
50055,49.229
50218,51.541
50375,51.551
51220,51.976
51744,53.033
51837,52.561
52168,53.316
52621,52.71
52939,52.684
53652,53.535
54380,55.256
55179,53.564
55634,60.888
55720,63.927
55836,66.977
56005,72.726
56201,70.888
56415,66.288
56619,59.42
56749,57.655
56926,57.927
57201,58.433
57398,61.018
57535,59.919
57923,53.776
58215,53.788
58667,53.78
59933,53.762
60662,54.1
61492,54.739
61712,54.738
61912,54.712
62112,54.713
62395,57.062
63073,66.557
63482,66.737
64525,67.749
65871,67.773
66568,67.887
66701,68.19
66830,68.643
68221,68.828
68558,68.833
68730,68.835
70175,69.854
70507,69.856
71328,69.858
72449,70.868
72880,70.872
73955,70.876
74911,71.362
76025,71.842
76716,71.834
76960,71.832
77461,71.824
77556,71.823
77723,71.823
78224,71.829
78362,71.831
78452,71.832
78740,71.842
79564,71.865
80485,71.884
81219,71.906
81552,71.912
81970,72.62
82412,76.137
82520,75.617
82753,72.175
83172,71.896
83339,71.886
83836,71.858
84444,72.065
85304,71.921
86834,71.972
87954,72.008
88788,72.096
89763,72.095
89864,72.152
91034,72.319
92556,72.417
93327,72.238
93571,72.314
93968,72.345
94312,72.158
94819,73.165
94972,73.269
95275,73.045
95549,73.012
96567,73.92
97562,73.841
98049,74.764
98750,74.769
99991,75.629
1.006e+05,75.549
1.0099e+05,76.382
1.0134e+05,76.698
1.0233e+05,78.474
1.0251e+05,78.958
1.0286e+05,79.482
1.0313e+05,80.245
1.0369e+05,81.208
1.0377e+05,81.315
1.0377e+05,81.315
1.0393e+05,81.363
1.043e+05,82.302
1.046e+05,82.603
1.049e+05,83.365
1.0519e+05,83.366
1.0555e+05,83.364
1.0606e+05,83.376
1.0705e+05,83.341
1.071e+05,83.34
1.0752e+05,84.32
1.0794e+05,84.295
1.0832e+05,84.572
1.0859e+05,84.251
1.0874e+05,84.242
1.0911e+05,84.22
1.0956e+05,84.2
1.0978e+05,84.187
1.0985e+05,84.182
1.1025e+05,84.349
1.1035e+05,84.414
1.1044e+05,85.376
1.1059e+05,86.333
1.1063e+05,86.297
1.107e+05,86.295
1.1076e+05,87.862
1.1084e+05,89.912
1.109e+05,88.788
1.1101e+05,87.57
1.1163e+05,87.277
1.1203e+05,85.684
1.1239e+05,85.087
1.1259e+05,85.076
1.1277e+05,85.169
1.1289e+05,85.055
1.1307e+05,85.052
1.132e+05,85.042
1.1332e+05,85.135
1.1359e+05,85.048
1.1365e+05,85.044
1.1371e+05,85.005
1.1384e+05,84.993
1.1399e+05,84.98
1.1414e+05,84.968
1.1425e+05,84.96
1.1435e+05,85.15
1.1445e+05,85.342
1.1452e+05,85.535
1.1458e+05,85.631
1.1466e+05,85.921
1.1508e+05,85.879
1.152e+05,85.873
1.1532e+05,85.87
1.1551e+05,85.849
1.1567e+05,85.833
1.1587e+05,85.808
1.1607e+05,85.785
1.163e+05,85.756
1.1643e+05,85.746
1.1652e+05,85.731
1.167e+05,85.711
1.1675e+05,85.711
1.169e+05,85.71
1.1701e+05,85.715
1.171e+05,85.716
1.1728e+05,85.895
1.175e+05,85.92
1.1754e+05,86.142
1.176e+05,86.345
1.1815e+05,86.878
1.1828e+05,86.925
1.1835e+05,87.041
1.1839e+05,88.329
1.1845e+05,88.183
1.1852e+05,87.82
1.1863e+05,87.415
1.1887e+05,87.596
1.1892e+05,87.466
1.1902e+05,86.981
1.1914e+05,87.685
1.1923e+05,87.794
1.1933e+05,87.155
1.1951e+05,87.434
1.1967e+05,88.203
1.1973e+05,88.232
1.1996e+05,88.854
1.2005e+05,88.008
1.2014e+05,87.096
1.203e+05,86.871
1.2043e+05,86.824
1.2056e+05,86.824
1.2064e+05,86.823
1.2075e+05,86.822
1.2084e+05,86.818
1.2089e+05,86.921
1.2096e+05,87.071
1.2106e+05,87.374
1.2116e+05,87.727
1.212e+05,87.778
1.2139e+05,87.834
1.2161e+05,87.841
1.2179e+05,87.845
1.2197e+05,87.85
1.2201e+05,87.9
1.2212e+05,87.903
1.2228e+05,87.907
1.2237e+05,88.352
1.2245e+05,89.905
1.2253e+05,90.573
1.2259e+05,91.281
1.2267e+05,91.909
1.2275e+05,91.483
1.2281e+05,90.103
1.2292e+05,89.636
1.2326e+05,89.184
1.2349e+05,88.787
1.2366e+05,88.878
1.238e+05,88.763
1.2394e+05,88.29
1.2394e+05,88.29
1.241e+05,88.418
1.2421e+05,88.987
1.2435e+05,89.284
1.2439e+05,89.309
1.2447e+05,90.223
1.2454e+05,90.425
1.2462e+05,89.944
1.2469e+05,90.813
1.2477e+05,90.285
1.2486e+05,89.457
1.249e+05,89.457
1.2495e+05,88.89
1.2516e+05,88.867
1.2531e+05,88.881
1.2542e+05,88.844
1.2567e+05,88.863
1.2574e+05,88.931
1.2582e+05,89.343
1.259e+05,89.814
1.2598e+05,90.296
1.2623e+05,90.384
1.2627e+05,90.425
1.2634e+05,91.045
1.2642e+05,89.033
1.2649e+05,88.967
1.2656e+05,88.965
1.2663e+05,89.127
1.2679e+05,89.105
1.2687e+05,88.976
1.2699e+05,88.82
1.2708e+05,88.821
1.2709e+05,88.821
1.2717e+05,88.828
1.2724e+05,88.835
1.2738e+05,88.838
1.2746e+05,88.839
1.2757e+05,88.837
1.2768e+05,88.839
1.2781e+05,88.89
1.2793e+05,89.043
1.2804e+05,89.043
1.2831e+05,88.925
1.2866e+05,89.954
1.2882e+05,89.907
1.2896e+05,89.866
1.2904e+05,89.921
1.2911e+05,89.924
1.2918e+05,89.878
1.2934e+05,89.887
1.2958e+05,89.889
1.2966e+05,89.893
1.2967e+05,89.893
1.2972e+05,89.891
1.2977e+05,89.894
1.2987e+05,89.901
1.2997e+05,89.888
1.3006e+05,89.847
1.3013e+05,89.842
1.3023e+05,89.862
1.3027e+05,89.862
1.304e+05,89.857
1.3045e+05,89.861
1.3071e+05,89.872
1.3075e+05,89.886
1.3091e+05,89.903
1.3102e+05,89.908
1.3116e+05,89.891
1.3135e+05,89.941
1.3149e+05,89.944
1.3165e+05,89.947
1.3174e+05,89.948
1.3188e+05,89.955
1.3196e+05,89.956
1.32e+05,89.953
1.3211e+05,90.039
1.3229e+05,90.4
1.3239e+05,90.838
1.3249e+05,91.117
1.3258e+05,91.448
1.3274e+05,91.946
1.3285e+05,92.021
1.3297e+05,91.531
1.331e+05,91.379
1.3316e+05,91.372
1.3325e+05,92.245
1.3347e+05,92.633
1.3365e+05,92.364
1.3368e+05,91.739
1.3374e+05,91.634
1.3375e+05,91.634
1.3383e+05,91.51
1.339e+05,91.811
1.3394e+05,91.859
1.3403e+05,91.639
1.3408e+05,91.839
1.3415e+05,91.249
1.3425e+05,91.156
1.3437e+05,91.057
1.3441e+05,91.008
1.3446e+05,91.006
1.345e+05,91.056
1.3465e+05,90.993
1.3471e+05,90.991
1.3478e+05,90.988
1.3486e+05,90.996
1.3503e+05,91.003
1.3512e+05,90.991
1.3523e+05,91.009
1.3541e+05,91.021
1.355e+05,91.021
1.3555e+05,91.019
1.3563e+05,91.015
1.3576e+05,91.014
1.3587e+05,91.01
1.3596e+05,91.01
1.3608e+05,91.005
1.363e+05,91.005
1.365e+05,91.004
1.3658e+05,91.055
1.3668e+05,91.255
1.3682e+05,91.703
1.3689e+05,91.904
1.3697e+05,92.005
1.3704e+05,92.005
1.3711e+05,92.006
1.3721e+05,91.984
1.3729e+05,92.004
1.3735e+05,91.984
1.3746e+05,91.981
1.3755e+05,91.976
1.3771e+05,92.006
1.3784e+05,92.005
1.3796e+05,92.005
1.3816e+05,92.009
1.383e+05,92.011
1.3843e+05,92.019
1.3855e+05,92.027
1.386e+05,92.009
1.3869e+05,92.014
1.3879e+05,92.222
1.3885e+05,92.123
1.3891e+05,92.172
1.3897e+05,92.606
1.3904e+05,92.726
1.3911e+05,92.684
1.3914e+05,92.739
1.3916e+05,92.839
1.392e+05,92.89
1.3921e+05,92.904
1.3929e+05,93.056
1.393e+05,93.056
1.3935e+05,93.057
1.3947e+05,93.061
1.3964e+05,93.059
1.398e+05,93.068
1.3991e+05,93.072
1.4021e+05,93.087
1.4027e+05,93.09
1.403e+05,93.092
1.4037e+05,93.094
1.406e+05,93.1
1.4073e+05,93.353
1.4093e+05,93.961
1.4116e+05,94.12
1.4138e+05,94.128
1.4159e+05,94.134
1.4178e+05,94.139
1.4187e+05,94.142
1.4196e+05,94.142
1.4198e+05,94.143
1.42e+05,94.145
1.4203e+05,94.145
1.4205e+05,94.145
1.421e+05,94.197
1.4215e+05,94.299
1.4217e+05,94.349
1.4221e+05,94.451
1.4228e+05,94.703
1.4247e+05,95.16
1.426e+05,95.149
1.4268e+05,95.153
1.4286e+05,95.164
1.4298e+05,95.191
1.4309e+05,95.196
1.4314e+05,95.2
1.4328e+05,95.29
1.4355e+05,96.117
1.4363e+05,96.203
1.439e+05,96.214
1.4398e+05,96.24
1.4418e+05,96.218
1.4424e+05,96.209
1.4438e+05,96.221
1.4454e+05,96.4
1.4472e+05,97.124
1.4481e+05,97.276
1.4496e+05,97.277
1.4518e+05,97.257
1.4527e+05,97.222
1.4535e+05,97.254
1.4538e+05,97.254
1.4568e+05,97.528
1.4573e+05,97.628
1.4585e+05,98.024
1.4596e+05,98.261
1.4607e+05,98.213
1.4619e+05,98.242
1.463e+05,99.421
1.4643e+05,99.437
1.4646e+05,99.456
1.4664e+05,98.636
1.4668e+05,98.489
1.4683e+05,98.508
1.4701e+05,98.831
1.4704e+05,98.986
1.4713e+05,99.184
1.4725e+05,99.34
1.474e+05,99.327
1.474e+05,99.343
1.475e+05,99.346
1.4751e+05,99.301
1.4756e+05,99.327
1.4762e+05,99.288
1.4772e+05,99.827
1.4779e+05,99.696
1.478e+05,99.686
1.4785e+05,99.818
1.4792e+05,99.79
1.4813e+05,99.883
1.4818e+05,100
1.4836e+05,100.07
1.4845e+05,100.38
1.4856e+05,100.53
1.487e+05,100.32
1.4891e+05,100.64
1.4896e+05,100.53
1.4909e+05,100.53
1.4915e+05,100.7
1.4921e+05,100.4
1.4928e+05,100.41
1.4935e+05,100.29
1.4941e+05,100.29
1.4948e+05,100.29
1.4954e+05,100.36
1.4963e+05,100.52
1.4969e+05,100.82
1.4971e+05,100.83
1.4987e+05,101.22
1.5001e+05,101.32
1.5003e+05,101.32
1.5011e+05,101.31
1.5017e+05,101.33
1.5023e+05,101.29
1.5034e+05,101.27
1.5038e+05,101.24
1.5057e+05,101.43
1.5058e+05,101.43
1.5076e+05,102.01
1.5085e+05,102.22
1.509e+05,102.32
1.5092e+05,102.4
1.5098e+05,102.42
1.511e+05,102.42
1.5134e+05,102.39
1.5145e+05,102.4
1.5147e+05,102.42
1.5151e+05,102.42
1.5159e+05,102.43
1.5182e+05,102.43
1.5187e+05,102.43
1.519e+05,102.43
1.5197e+05,102.43
1.5203e+05,102.43
1.5213e+05,102.43
1.5215e+05,102.42
1.5218e+05,102.47
1.5231e+05,102.77
1.524e+05,103.02
1.5271e+05,103.5
1.5282e+05,103.69
1.5294e+05,104.13
1.5306e+05,104.38
1.5312e+05,104.38
1.5317e+05,104.37
1.5328e+05,104.36
1.5355e+05,104.65
1.5376e+05,105.19
1.5376e+05,105.19
1.5401e+05,105.32
1.5401e+05,105.32
1.5442e+05,105.3
1.5456e+05,105.29
1.5474e+05,105.28
1.5566e+05,105.23
1.5622e+05,105.2
1.5699e+05,105.49
1.5769e+05,105.22
1.5822e+05,105.03
1.5883e+05,105.06
1.5956e+05,105.06
1.6005e+05,105.15
1.608e+05,106.13
1.6187e+05,109.55
1.6224e+05,109.05
1.6257e+05,110.34
1.6349e+05,113.79
1.6417e+05,108.46
1.6449e+05,108.31
1.6476e+05,107.73
1.6533e+05,107.99
1.6655e+05,107.34
1.6666e+05,107.26
1.6742e+05,108.95
1.675e+05,108.97
1.6779e+05,108.75
1.6822e+05,109
1.6945e+05,109.7
1.6964e+05,109.94
1.7034e+05,109.91
1.7088e+05,109.89
1.7134e+05,109.96
1.7179e+05,111.18
1.7231e+05,117.71
1.7234e+05,116.89
1.7255e+05,113.7
1.7267e+05,129.85
1.7277e+05,126.88
1.7283e+05,129.66
1.729e+05,130.36
1.7292e+05,130.43
1.7316e+05,116.89
1.7334e+05,112.74
1.7387e+05,111.89
1.7464e+05,111.92
1.7594e+05,113.97
1.762e+05,115.24
1.7646e+05,115.45
1.7666e+05,114.23
1.7691e+05,113.52
1.7711e+05,114.21
1.7734e+05,113.54
1.7765e+05,115.25
1.777e+05,116.88
1.778e+05,117.34
1.7785e+05,117.34
1.7814e+05,124.9
1.7851e+05,129.17
1.7957e+05,134.92
1.8014e+05,130.49
1.8067e+05,116.94
1.8124e+05,114.42
1.8156e+05,115.27
1.8198e+05,116.1
1.8246e+05,115.51
1.8302e+05,116.08
1.8389e+05,117.73
1.8428e+05,117.05
1.8464e+05,117.95
1.8496e+05,117.31
1.8542e+05,117.27
1.8559e+05,117.27
1.8578e+05,117.54
1.8616e+05,119.57
1.8646e+05,119.5
1.8678e+05,122.71
1.8717e+05,128.1
1.8754e+05,137.23
1.8834e+05,123.98
1.8914e+05,123.78
1.9017e+05,124.9
1.9026e+05,124.93
1.9042e+05,124.9
1.9057e+05,122.76
1.9089e+05,122.55
1.9101e+05,123.37
1.9116e+05,123.44
1.9138e+05,123.49
1.9165e+05,123.74
1.9178e+05,123.74
1.9216e+05,124.25
1.9249e+05,125.18
1.9275e+05,127.42
1.9283e+05,127.48
1.9291e+05,132.28
1.9298e+05,136.52
1.9333e+05,129.97
1.9363e+05,128.85
1.938e+05,132.71
1.9402e+05,129.12
1.9423e+05,135.32
1.9485e+05,145.03
1.9518e+05,138.55
1.9536e+05,136.35
1.9585e+05,137.35
1.9643e+05,122.65
1.9663e+05,123.54
1.9683e+05,124.62
1.9723e+05,124.65
1.9743e+05,125.47
1.9756e+05,124.62
1.9835e+05,123.4
1.9857e+05,123.78
1.9875e+05,123.22
1.9895e+05,123.68
1.9936e+05,123.63
1.9941e+05,123.76
1.9977e+05,124.54
1.9986e+05,123.71
1.9995e+05,123.13
2.0007e+05,122.19
2.0022e+05,122.18
2.004e+05,122.2
2.0063e+05,122.51
2.0128e+05,122.77
2.022e+05,122.79
2.0253e+05,122.68
2.0273e+05,122.16
2.0373e+05,123.11
2.0432e+05,123.13
2.046e+05,124.7
2.048e+05,124.95
2.0504e+05,124.47
2.054e+05,123.64
2.0576e+05,127.02
2.0587e+05,127.2
2.0595e+05,127.4
2.06e+05,127.29
2.0608e+05,127.57
2.0621e+05,127.21
2.0624e+05,126.84
2.0667e+05,123.23
2.0896e+05,124.63
2.0949e+05,124.65
2.0993e+05,124.98
2.1081e+05,125.35
2.11e+05,124.99
2.1131e+05,125.22
2.122e+05,125.53
2.1243e+05,125.52
2.1269e+05,126.78
2.1297e+05,126.89
2.1302e+05,126.53
2.1323e+05,127.38
2.1365e+05,130.24
2.1412e+05,129.4
2.1449e+05,128.86
2.1456e+05,129.42
2.1462e+05,130.02
2.1466e+05,130.1
2.1475e+05,130.77
2.1477e+05,130.29
2.1478e+05,130.29
2.1507e+05,127.15
2.1513e+05,127.15
2.1655e+05,127.62
2.1762e+05,129.2
2.1798e+05,130.09
2.1819e+05,130.09
2.1819e+05,130.09
2.1843e+05,130.79
2.1849e+05,131.55
2.1894e+05,132.15
2.1949e+05,131.71
2.1974e+05,131.3
2.1984e+05,131.18
2.1992e+05,131.42
2.2006e+05,131.91
2.2015e+05,132.16
2.2027e+05,132.96
2.2033e+05,132.65
2.2044e+05,132.31
2.2052e+05,131.87
2.2055e+05,131.5
2.2069e+05,130.71
2.2073e+05,130.79
2.2077e+05,130.83
2.2083e+05,130.72
2.2105e+05,130.84
2.2112e+05,130.64
2.2126e+05,130.07
2.2133e+05,130.11
2.214e+05,130.11
2.2151e+05,130.14
2.2158e+05,129.93
2.2161e+05,130.02
2.2172e+05,130.02
2.2188e+05,130.11
2.2192e+05,130.31
2.2206e+05,130.04
2.2216e+05,130.25
2.2224e+05,129.97
2.223e+05,130.1
2.2238e+05,130.08
2.2248e+05,130.46
2.2273e+05,130.29
2.2291e+05,130.68
2.2309e+05,130.19
2.2341e+05,130.41
2.2349e+05,130.07
2.2363e+05,131.46
2.2375e+05,132.31
2.2382e+05,130.26
2.2392e+05,130.28
2.2404e+05,130.74
2.2445e+05,132.13
2.2493e+05,131.51
